[(0, 2, True), (1, 2, True), (2, 3, True), (3, 2, True), (4, 3, True), (5, 2, True), (6, 3, True), (7, 1, True), (8, 2, True)]
************************************************************************************************************
Task  0
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 40 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 15.6s | Train: skip eval | Valid: time=  1.2s loss=0.724, TAw acc= 50.4% | *
| Epoch  41, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.676, TAw acc=100.0% |
| Epoch  42, time= 48.2s | Train: skip eval | Valid: time=  3.3s loss=1.681, TAw acc=100.0% |
| Epoch  43, time= 47.9s | Train: skip eval | Valid: time=  3.3s loss=1.685, TAw acc=100.0% |
| Epoch  44, time= 47.7s | Train: skip eval | Valid: time=  3.3s loss=1.687, TAw acc= 99.5% |
| Epoch  45, time= 47.7s | Train: skip eval | Valid: time=  3.4s loss=1.692, TAw acc=100.0% |
| Epoch  46, time= 48.2s | Train: skip eval | Valid: time=  3.3s loss=1.679, TAw acc=100.0% |
| Epoch  47, time= 46.2s | Train: skip eval | Valid: time=  3.3s loss=1.687, TAw acc=100.0% |
| Epoch  48, time= 47.2s | Train: skip eval | Valid: time=  3.4s loss=1.676, TAw acc= 99.5% |
| Epoch  49, time= 48.2s | Train: skip eval | Valid: time=  3.4s loss=1.680, TAw acc=100.0% |
| Epoch  50, time= 47.4s | Train: skip eval | Valid: time=  3.4s loss=1.684, TAw acc=100.0% |
| Epoch  51, time= 48.1s | Train: skip eval | Valid: time=  3.5s loss=1.691, TAw acc=100.0% |
| Epoch  52, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.692, TAw acc= 99.5% |
| Epoch  53, time= 46.2s | Train: skip eval | Valid: time=  3.4s loss=1.686, TAw acc= 99.5% |
| Epoch  54, time= 47.9s | Train: skip eval | Valid: time=  3.3s loss=1.699, TAw acc= 99.5% |
| Epoch  55, time= 47.8s | Train: skip eval | Valid: time=  3.4s loss=1.689, TAw acc= 99.5% |
| Epoch  56, time= 46.4s | Train: skip eval | Valid: time=  3.4s loss=1.681, TAw acc= 99.5% |
| Epoch  57, time= 47.8s | Train: skip eval | Valid: time=  3.3s loss=1.689, TAw acc= 99.5% |
| Epoch  58, time= 48.1s | Train: skip eval | Valid: time=  3.4s loss=1.677, TAw acc= 99.5% |
| Epoch  59, time= 47.1s | Train: skip eval | Valid: time=  3.4s loss=1.676, TAw acc=100.0% |
| Epoch  60, time= 48.2s | Train: skip eval | Valid: time=  4.3s loss=1.681, TAw acc=100.0% |
| Epoch  61, time= 50.8s | Train: skip eval | Valid: time=  3.5s loss=1.688, TAw acc=100.0% |
| Epoch  62, time= 48.0s | Train: skip eval | Valid: time=  3.5s loss=1.681, TAw acc=100.0% |
| Epoch  63, time= 46.6s | Train: skip eval | Valid: time=  3.4s loss=1.678, TAw acc= 99.5% |
| Epoch  64, time= 47.3s | Train: skip eval | Valid: time=  3.4s loss=1.685, TAw acc= 99.5% |
| Epoch  65, time= 47.6s | Train: skip eval | Valid: time=  3.3s loss=1.676, TAw acc=100.0% |
Stage 2: Training bias correction layers
| Epoch  50, time=  0.6s | Train: loss=0.536, TAg acc= 82.4% |
| Epoch 100, time=  0.6s | Train: loss=0.459, TAg acc= 88.2% |
| Epoch 150, time=  0.6s | Train: loss=0.408, TAg acc= 86.3% |
| Epoch 200, time=  0.6s | Train: loss=0.408, TAg acc= 92.2% |
Stage 2: BiC training for Task 0: alpha=1.00000, beta=0.00000
Stage 2: BiC training for Task 1: alpha=0.46401, beta=-0.76082
Stage 2: BiC training for Task 2: alpha=0.90488, beta=-0.29782
Stage 2: BiC training for Task 3: alpha=0.84888, beta=-0.12048
Stage 2: BiC training for Task 4: alpha=0.52852, beta=-0.36959
Stage 2: BiC training for Task 5: alpha=0.62317, beta=-0.39131
Stage 2: BiC training for Task 6: alpha=0.75475, beta=-0.24385
| Selected 340 train exemplars, time= 17.8s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.605 | TAw acc= 96.9%, forg=  1.5%| TAg acc= 82.3%, forg= 14.8% <<<
>>> Test on task  1 : loss=1.301 | TAw acc= 85.4%, forg=  2.9%| TAg acc= 62.5%, forg= 14.6% <<<
>>> Test on task  2 : loss=0.743 | TAw acc= 98.3%, forg= -0.5%| TAg acc= 82.5%, forg= 12.7% <<<
>>> Test on task  3 : loss=0.747 | TAw acc= 99.1%, forg=  0.0%| TAg acc= 97.8%, forg=  0.4% <<<
>>> Test on task  4 : loss=1.187 | TAw acc= 83.2%, forg=  4.0%| TAg acc= 71.6%, forg=  3.8% <<<
>>> Test on task  5 : loss=1.682 | TAw acc= 94.5%, forg=  0.9%| TAg acc= 85.5%, forg=  1.5% <<<
>>> Test on task  6 : loss=1.719 | TAw acc= 98.9%, forg=  0.0%| TAg acc= 98.2%, forg=  0.0% <<<
Save at results/ntu_bic
************************************************************************************************************
Task  7
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 54 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 20.3s | Train: skip eval | Valid: time=  1.3s loss=2.626, TAw acc=100.0% | *
| Epoch   2, time= 20.8s | Train: skip eval | Valid: time=  1.3s loss=2.324, TAw acc=100.0% | *
| Epoch   3, time= 20.4s | Train: skip eval | Valid: time=  1.3s loss=2.323, TAw acc=100.0% | *
| Epoch   4, time= 20.2s | Train: skip eval | Valid: time=  1.3s loss=2.305, TAw acc=100.0% | *
| Epoch   5, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.320, TAw acc=100.0% |
| Epoch   6, time= 20.9s | Train: skip eval | Valid: time=  1.3s loss=2.294, TAw acc=100.0% | *
| Epoch   7, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.303, TAw acc=100.0% |
| Epoch   8, time= 20.6s | Train: skip eval | Valid: time=  1.3s loss=2.284, TAw acc=100.0% | *
| Epoch   9, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.295, TAw acc=100.0% |
| Epoch  10, time= 21.3s | Train: skip eval | Valid: time=  1.3s loss=2.295, TAw acc=100.0% |
| Epoch  11, time= 20.3s | Train: skip eval | Valid: time=  1.3s loss=2.292, TAw acc=100.0% |
| Epoch  12, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.291, TAw acc=100.0% |
| Epoch  13, time= 20.5s | Train: skip eval | Valid: time=  1.3s loss=2.292, TAw acc=100.0% |
| Epoch  14, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.303, TAw acc=100.0% |
| Epoch  15, time= 20.3s | Train: skip eval | Valid: time=  1.3s loss=2.284, TAw acc=100.0% |
| Epoch  16, time= 21.2s | Train: skip eval | Valid: time=  1.3s loss=2.283, TAw acc=100.0% | *
| Epoch  17, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.287, TAw acc=100.0% |
| Epoch  18, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.294, TAw acc=100.0% |
| Epoch  19, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.286, TAw acc=100.0% |
| Epoch  20, time= 20.9s | Train: skip eval | Valid: time=  1.3s loss=2.314, TAw acc=100.0% |
| Epoch  21, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  22, time= 20.6s | Train: skip eval | Valid: time=  1.3s loss=2.283, TAw acc=100.0% | *
| Epoch  23, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.286, TAw acc=100.0% |
| Epoch  24, time= 21.3s | Train: skip eval | Valid: time=  1.3s loss=2.285, TAw acc=100.0% |
| Epoch  25, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.295, TAw acc=100.0% |
| Epoch  26, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.307, TAw acc=100.0% |
| Epoch  27, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  28, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  29, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.288, TAw acc=100.0% |
| Epoch  30, time= 21.3s | Train: skip eval | Valid: time=  1.3s loss=2.282, TAw acc=100.0% | *
| Epoch  31, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.282, TAw acc=100.0% |
| Epoch  32, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  33, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.280, TAw acc=100.0% | *
| Epoch  34, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.286, TAw acc=100.0% |
| Epoch  35, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.290, TAw acc=100.0% |
| Epoch  36, time= 21.2s | Train: skip eval | Valid: time=  1.3s loss=2.279, TAw acc=100.0% | *
| Epoch  37, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.280, TAw acc=100.0% |
| Epoch  38, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.290, TAw acc=100.0% |
| Epoch  39, time= 21.3s | Train: skip eval | Valid: time=  1.3s loss=2.283, TAw acc=100.0% |
| Epoch  40, time= 21.2s | Train: skip eval | Valid: time=  1.3s loss=2.292, TAw acc=100.0% |
| Epoch  41, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.280, TAw acc=100.0% |
| Epoch  42, time= 21.2s | Train: skip eval | Valid: time=  1.3s loss=2.280, TAw acc=100.0% |
| Epoch  43, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.282, TAw acc=100.0% |
| Epoch  44, time= 20.3s | Train: skip eval | Valid: time=  1.2s loss=2.289, TAw acc=100.0% |
| Epoch  45, time= 20.9s | Train: skip eval | Valid: time=  1.3s loss=2.293, TAw acc=100.0% |
| Epoch  46, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.286, TAw acc=100.0% |
| Epoch  47, time= 20.3s | Train: skip eval | Valid: time=  1.3s loss=2.285, TAw acc=100.0% |
| Epoch  48, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.290, TAw acc=100.0% |
| Epoch  49, time= 20.7s | Train: skip eval | Valid: time=  1.3s loss=2.291, TAw acc=100.0% |
| Epoch  50, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  51, time= 20.5s | Train: skip eval | Valid: time=  1.3s loss=2.287, TAw acc=100.0% |
| Epoch  52, time= 20.3s | Train: skip eval | Valid: time=  1.3s loss=2.280, TAw acc=100.0% |
| Epoch  53, time= 20.4s | Train: skip eval | Valid: time=  1.3s loss=2.283, TAw acc=100.0% |
| Epoch  54, time= 20.9s | Train: skip eval | Valid: time=  1.3s loss=2.280, TAw acc=100.0% |
| Epoch  55, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.281, TAw acc=100.0% |
| Epoch  56, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.294, TAw acc=100.0% |
| Epoch  57, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  58, time= 20.9s | Train: skip eval | Valid: time=  1.3s loss=2.284, TAw acc=100.0% |
| Epoch  59, time= 20.8s | Train: skip eval | Valid: time=  1.3s loss=2.284, TAw acc=100.0% |
| Epoch  60, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.289, TAw acc=100.0% |
| Epoch  61, time= 20.8s | Train: skip eval | Valid: time=  1.3s loss=2.286, TAw acc=100.0% |
| Epoch  62, time= 21.3s | Train: skip eval | Valid: time=  1.3s loss=2.279, TAw acc=100.0% |
| Epoch  63, time= 21.1s | Train: skip eval | Valid: time=  1.3s loss=2.293, TAw acc=100.0% |
| Epoch  64, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.278, TAw acc=100.0% | *
| Epoch  65, time= 21.0s | Train: skip eval | Valid: time=  1.3s loss=2.285, TAw acc=100.0% |
Stage 2: Training bias correction layers
| Epoch  50, time=  0.7s | Train: loss=0.623, TAg acc= 70.4% |
| Epoch 100, time=  0.7s | Train: loss=0.517, TAg acc= 83.3% |
| Epoch 150, time=  0.6s | Train: loss=0.537, TAg acc= 83.3% |
| Epoch 200, time=  0.7s | Train: loss=0.500, TAg acc= 85.2% |
Stage 2: BiC training for Task 0: alpha=1.00000, beta=0.00000
Stage 2: BiC training for Task 1: alpha=0.46401, beta=-0.76082
Stage 2: BiC training for Task 2: alpha=0.90488, beta=-0.29782
Stage 2: BiC training for Task 3: alpha=0.84888, beta=-0.12048
Stage 2: BiC training for Task 4: alpha=0.52852, beta=-0.36959
Stage 2: BiC training for Task 5: alpha=0.62317, beta=-0.39131
Stage 2: BiC training for Task 6: alpha=0.75475, beta=-0.24385
Stage 2: BiC training for Task 7: alpha=0.28034, beta=-0.06354
| Selected 342 train exemplars, time=  7.9s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.642 | TAw acc= 97.1%, forg=  1.3%| TAg acc= 82.1%, forg= 14.9% <<<
>>> Test on task  1 : loss=1.209 | TAw acc= 85.6%, forg=  2.7%| TAg acc= 65.2%, forg= 11.8% <<<
>>> Test on task  2 : loss=0.794 | TAw acc= 97.8%, forg=  0.5%| TAg acc= 78.4%, forg= 16.8% <<<
>>> Test on task  3 : loss=0.727 | TAw acc= 98.9%, forg=  0.2%| TAg acc= 98.5%, forg= -0.4% <<<
>>> Test on task  4 : loss=1.199 | TAw acc= 83.8%, forg=  3.4%| TAg acc= 72.7%, forg=  2.7% <<<
>>> Test on task  5 : loss=1.645 | TAw acc= 94.7%, forg=  0.7%| TAg acc= 86.7%, forg=  0.2% <<<
>>> Test on task  6 : loss=1.744 | TAw acc= 99.2%, forg= -0.2%| TAg acc= 96.6%, forg=  1.6% <<<
>>> Test on task  7 : loss=2.451 | TAw acc=100.0%, forg=  0.0%| TAg acc= 57.1%, forg=  0.0% <<<
Save at results/ntu_bic
************************************************************************************************************
Task  8
************************************************************************************************************
Stage 0: Select exemplars from validation
 > Selected 40 validation exemplars, time=  0.0s
Stage 1: Training model with distillation
| Epoch   1, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.082, TAw acc= 97.0% | *
| Epoch   2, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.111, TAw acc= 94.8% |
| Epoch   3, time= 33.8s | Train: skip eval | Valid: time=  2.4s loss=2.055, TAw acc= 97.8% | *
| Epoch   4, time= 34.1s | Train: skip eval | Valid: time=  2.3s loss=2.056, TAw acc=100.0% |
| Epoch   5, time= 33.7s | Train: skip eval | Valid: time=  2.3s loss=2.035, TAw acc= 98.5% | *
| Epoch   6, time= 33.3s | Train: skip eval | Valid: time=  2.3s loss=2.034, TAw acc= 99.3% | *
| Epoch   7, time= 34.8s | Train: skip eval | Valid: time=  2.3s loss=2.041, TAw acc= 98.5% |
| Epoch   8, time= 34.8s | Train: skip eval | Valid: time=  2.4s loss=2.033, TAw acc=100.0% | *
| Epoch   9, time= 34.4s | Train: skip eval | Valid: time=  2.4s loss=2.047, TAw acc= 99.3% |
| Epoch  10, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.029, TAw acc=100.0% | *
| Epoch  11, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.039, TAw acc= 99.3% |
| Epoch  12, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.039, TAw acc= 99.3% |
| Epoch  13, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.038, TAw acc= 98.5% |
| Epoch  14, time= 34.6s | Train: skip eval | Valid: time=  2.4s loss=2.028, TAw acc= 99.3% | *
| Epoch  15, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.027, TAw acc=100.0% | *
| Epoch  16, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.022, TAw acc= 98.5% | *
| Epoch  17, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.018, TAw acc=100.0% | *
| Epoch  18, time= 34.8s | Train: skip eval | Valid: time=  2.4s loss=2.041, TAw acc=100.0% |
| Epoch  19, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.056, TAw acc=100.0% |
| Epoch  20, time= 33.5s | Train: skip eval | Valid: time=  2.4s loss=2.022, TAw acc=100.0% |
| Epoch  21, time= 34.0s | Train: skip eval | Valid: time=  2.4s loss=2.033, TAw acc= 98.5% |
| Epoch  22, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.026, TAw acc= 99.3% |
| Epoch  23, time= 34.8s | Train: skip eval | Valid: time=  2.3s loss=2.033, TAw acc= 99.3% |
| Epoch  24, time= 34.6s | Train: skip eval | Valid: time=  2.4s loss=2.054, TAw acc=100.0% |
| Epoch  25, time= 33.3s | Train: skip eval | Valid: time=  2.4s loss=2.041, TAw acc= 99.3% |
| Epoch  26, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=2.025, TAw acc=100.0% |
| Epoch  27, time= 34.8s | Train: skip eval | Valid: time=  2.3s loss=2.028, TAw acc= 99.3% |
| Epoch  28, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.023, TAw acc= 99.3% |
| Epoch  29, time= 34.8s | Train: skip eval | Valid: time=  2.3s loss=2.058, TAw acc= 98.5% |
| Epoch  30, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=2.024, TAw acc= 99.3% |
| Epoch  31, time= 34.9s | Train: skip eval | Valid: time=  2.3s loss=2.054, TAw acc= 99.3% |
| Epoch  32, time= 33.8s | Train: skip eval | Valid: time=  2.4s loss=2.028, TAw acc= 99.3% |
| Epoch  33, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=2.023, TAw acc=100.0% |
| Epoch  34, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.025, TAw acc= 99.3% |
| Epoch  35, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.033, TAw acc=100.0% |
| Epoch  36, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.048, TAw acc=100.0% |
| Epoch  37, time= 34.4s | Train: skip eval | Valid: time=  2.3s loss=2.047, TAw acc=100.0% |
| Epoch  38, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.026, TAw acc= 99.3% |
| Epoch  39, time= 33.8s | Train: skip eval | Valid: time=  2.4s loss=2.038, TAw acc= 99.3% |
| Epoch  40, time= 33.5s | Train: skip eval | Valid: time=  2.4s loss=2.037, TAw acc= 98.5% |
| Epoch  41, time= 33.3s | Train: skip eval | Valid: time=  2.4s loss=2.030, TAw acc= 99.3% |
| Epoch  42, time= 34.6s | Train: skip eval | Valid: time=  2.3s loss=2.026, TAw acc= 99.3% |
| Epoch  43, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.022, TAw acc= 99.3% |
| Epoch  44, time= 34.9s | Train: skip eval | Valid: time=  2.3s loss=2.017, TAw acc= 99.3% | *
| Epoch  45, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.019, TAw acc= 99.3% |
| Epoch  46, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.021, TAw acc= 99.3% |
| Epoch  47, time= 34.3s | Train: skip eval | Valid: time=  2.3s loss=2.020, TAw acc= 99.3% |
| Epoch  48, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.050, TAw acc= 97.8% |
| Epoch  49, time= 34.6s | Train: skip eval | Valid: time=  2.4s loss=2.078, TAw acc= 99.3% |
| Epoch  50, time= 34.0s | Train: skip eval | Valid: time=  2.4s loss=2.045, TAw acc=100.0% |
| Epoch  51, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.037, TAw acc=100.0% |
| Epoch  52, time= 34.5s | Train: skip eval | Valid: time=  2.4s loss=2.047, TAw acc=100.0% |
| Epoch  53, time= 33.2s | Train: skip eval | Valid: time=  2.3s loss=2.022, TAw acc= 99.3% |
| Epoch  54, time= 34.8s | Train: skip eval | Valid: time=  2.4s loss=2.023, TAw acc=100.0% |
| Epoch  55, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.027, TAw acc= 99.3% |
| Epoch  56, time= 34.8s | Train: skip eval | Valid: time=  2.4s loss=2.033, TAw acc=100.0% |
| Epoch  57, time= 33.4s | Train: skip eval | Valid: time=  2.4s loss=2.023, TAw acc=100.0% |
| Epoch  58, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.027, TAw acc=100.0% |
| Epoch  59, time= 34.8s | Train: skip eval | Valid: time=  2.4s loss=2.038, TAw acc= 99.3% |
| Epoch  60, time= 33.7s | Train: skip eval | Valid: time=  2.4s loss=2.023, TAw acc=100.0% |
| Epoch  61, time= 34.0s | Train: skip eval | Valid: time=  2.4s loss=2.039, TAw acc=100.0% |
| Epoch  62, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=2.037, TAw acc= 98.5% |
| Epoch  63, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=2.025, TAw acc= 99.3% |
| Epoch  64, time= 34.5s | Train: skip eval | Valid: time=  2.3s loss=2.022, TAw acc=100.0% |
| Epoch  65, time= 34.7s | Train: skip eval | Valid: time=  2.3s loss=2.034, TAw acc=100.0% |
Stage 2: Training bias correction layers
| Epoch  50, time=  0.5s | Train: loss=0.743, TAg acc= 77.5% |
| Epoch 100, time=  0.5s | Train: loss=0.674, TAg acc= 80.0% |
| Epoch 150, time=  0.5s | Train: loss=0.757, TAg acc= 80.0% |
| Epoch 200, time=  0.5s | Train: loss=0.795, TAg acc= 70.0% |
Stage 2: BiC training for Task 0: alpha=1.00000, beta=0.00000
Stage 2: BiC training for Task 1: alpha=0.46401, beta=-0.76082
Stage 2: BiC training for Task 2: alpha=0.90488, beta=-0.29782
Stage 2: BiC training for Task 3: alpha=0.84888, beta=-0.12048
Stage 2: BiC training for Task 4: alpha=0.52852, beta=-0.36959
Stage 2: BiC training for Task 5: alpha=0.62317, beta=-0.39131
Stage 2: BiC training for Task 6: alpha=0.75475, beta=-0.24385
Stage 2: BiC training for Task 7: alpha=0.28034, beta=-0.06354
Stage 2: BiC training for Task 8: alpha=0.70255, beta=-0.24448
| Selected 360 train exemplars, time= 13.0s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.838 | TAw acc= 97.1%, forg=  1.3%| TAg acc= 75.4%, forg= 21.7% <<<
>>> Test on task  1 : loss=1.589 | TAw acc= 85.4%, forg=  2.9%| TAg acc= 54.8%, forg= 22.2% <<<
>>> Test on task  2 : loss=0.974 | TAw acc= 97.6%, forg=  0.7%| TAg acc= 69.8%, forg= 25.5% <<<
>>> Test on task  3 : loss=0.669 | TAw acc= 98.7%, forg=  0.4%| TAg acc= 98.2%, forg=  0.4% <<<
>>> Test on task  4 : loss=1.284 | TAw acc= 81.2%, forg=  5.9%| TAg acc= 70.4%, forg=  5.0% <<<
>>> Test on task  5 : loss=1.528 | TAw acc= 92.9%, forg=  2.5%| TAg acc= 88.0%, forg= -1.1% <<<
>>> Test on task  6 : loss=1.659 | TAw acc= 98.4%, forg=  0.7%| TAg acc= 94.1%, forg=  4.1% <<<
>>> Test on task  7 : loss=2.342 | TAw acc=100.0%, forg=  0.0%| TAg acc= 51.6%, forg=  5.5% <<<
>>> Test on task  8 : loss=2.038 | TAw acc= 99.8%, forg=  0.0%| TAg acc= 96.2%, forg=  0.0% <<<
Save at results/ntu_bic
************************************************************************************************************
TAw Acc
	 97.1%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 97.1% 
	 96.4%  88.3%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 92.3% 
	 98.4%  88.3%  96.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 94.5% 
	 97.1%  88.0%  97.3%  99.1%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 95.4% 
	 97.3%  87.6%  97.2%  98.9%  87.2%   0.0%   0.0%   0.0%   0.0% 	Avg.: 93.6% 
	 98.4%  87.8%  97.8%  99.1%  86.3%  95.5%   0.0%   0.0%   0.0% 	Avg.: 94.1% 
	 96.9%  85.4%  98.3%  99.1%  83.2%  94.5%  98.9%   0.0%   0.0% 	Avg.: 93.8% 
	 97.1%  85.6%  97.8%  98.9%  83.8%  94.7%  99.2% 100.0%   0.0% 	Avg.: 94.6% 
	 97.1%  85.4%  97.6%  98.7%  81.2%  92.9%  98.4% 100.0%  99.8% 	Avg.: 94.6% 
************************************************************************************************************
TAg Acc
	 97.1%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 97.1% 
	 89.6%  77.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 83.3% 
	 89.3%  69.2%  95.3%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 84.6% 
	 89.8%  65.8%  93.7%  98.2%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 86.9% 
	 85.2%  59.4%  90.7%  97.8%  72.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: 81.0% 
	 78.9%  57.4%  88.5%  98.2%  75.4%  86.9%   0.0%   0.0%   0.0% 	Avg.: 80.9% 
	 82.3%  62.5%  82.5%  97.8%  71.6%  85.5%  98.2%   0.0%   0.0% 	Avg.: 82.9% 
	 82.1%  65.2%  78.4%  98.5%  72.7%  86.7%  96.6%  57.1%   0.0% 	Avg.: 79.7% 
	 75.4%  54.8%  69.8%  98.2%  70.4%  88.0%  94.1%  51.6%  96.2% 	Avg.: 77.6% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
	  0.7%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.7% 
	 -1.3%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.: -0.6% 
	  1.3%   0.4%  -0.5%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.4% 
	  1.1%   0.7%   0.1%   0.2%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.5% 
	  0.0%   0.5%  -0.5%   0.0%   0.8%   0.0%   0.0%   0.0%   0.0% 	Avg.:  0.2% 
	  1.5%   2.9%  -0.5%   0.0%   4.0%   0.9%   0.0%   0.0%   0.0% 	Avg.:  1.5% 
	  1.3%   2.7%   0.5%   0.2%   3.4%   0.7%  -0.2%   0.0%   0.0% 	Avg.:  1.2% 
	  1.3%   2.9%   0.7%   0.4%   5.9%   2.5%   0.7%   0.0%   0.0% 	Avg.:  1.8% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
	  7.5%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  7.5% 
	  7.8%   7.8%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  7.8% 
	  7.3%  11.3%   1.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  6.7% 
	 11.8%  17.7%   4.6%   0.4%   0.0%   0.0%   0.0%   0.0%   0.0% 	Avg.:  8.6% 
	 18.2%  19.7%   6.8%   0.0%  -3.4%   0.0%   0.0%   0.0%   0.0% 	Avg.:  8.3% 
	 14.8%  14.6%  12.7%   0.4%   3.8%   1.5%   0.0%   0.0%   0.0% 	Avg.:  7.9% 
	 14.9%  11.8%  16.8%  -0.4%   2.7%   0.2%   1.6%   0.0%   0.0% 	Avg.:  6.8% 
